"names","Formula","aicc","k","logL","delta.aic"
"model1060","Surv(Erad_Time, Event) ~ public + private + maori + privNumb + maoriNumb + private:maori","792.725380291986","12","-383.256307167269","57.1876946325307"
"model911","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + public:private","792.735407009822","10","-385.59847273568","57.1977213503667"
"model1524","Surv(Erad_Time, Event) ~ area + landing + public + private + maori + privNumb + area:privNumb + public:maori","792.742318811906","14","-380.860368039047","57.2046331524514"
"model1594","Surv(Erad_Time, Event) ~ SS + landing + public + private + maori + privNumb + public:private:maori","792.772893794414","18","-375.853113563874","57.2352081349593"
"model753","Surv(Erad_Time, Event) ~ dist + public + private + maori + privNumb + public:private:maori","792.8358571739","17","-377.16792858695","57.2981715144449"
"model1448","Surv(Erad_Time, Event) ~ area + SS + public + private + maori + maoriNumb + public:private:maori","792.8820262375","18","-375.907679785417","57.3443405780451"
"model1541","Surv(Erad_Time, Event) ~ area + landing + private + maori + privNumb + maoriNumb + area:privNumb","792.955432690512","15","-379.738585910473","57.4177470310574"
"model1985","Surv(Erad_Time, Event) ~ area + SS + landing + public + private + maori + maoriNumb + public:private:maori","792.977198922994","19","-374.652778565975","57.439513263539"
"model1525","Surv(Erad_Time, Event) ~ area + landing + public + private + maori + privNumb + area:privNumb + private:maori","793.039885434522","14","-381.009151350354","57.502199775067"
"model1632","Surv(Erad_Time, Event) ~ landing + public + private + maori + privNumb + maoriNumb","793.063684246111","12","-383.425459144332","57.5259985866561"
"model1358","Surv(Erad_Time, Event) ~ dist + public + private + maori + privNumb + maoriNumb + public:private:maori","793.064396959461","20","-373.374303742888","57.5267113000059"
"model1059","Surv(Erad_Time, Event) ~ public + private + maori + privNumb + maoriNumb + public:maori","793.067976370188","12","-383.427605206371","57.5302907107331"
"model411","Surv(Erad_Time, Event) ~ area + public + maori + privNumb + area:privNumb + public:maori","793.254578041244","12","-383.520906041899","57.7168923817891"
"model931","Surv(Erad_Time, Event) ~ area + public + maori + privNumb + maoriNumb + area:privNumb + public:maori","793.467665362115","15","-379.994702246275","57.9299797026598"
"model1548","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + maoriNumb + private:maori","793.491811917476","13","-382.445905958738","57.9541262580208"
"model1535","Surv(Erad_Time, Event) ~ area + landing + public + private + privNumb + maoriNumb + area:privNumb + public:private","793.560995861931","16","-378.795096471112","58.0233102024763"
"model419","Surv(Erad_Time, Event) ~ area + private + maori + privNumb + area:privNumb + private:maori","793.83648497789","12","-383.811859510221","58.2987993184347"
"model1547","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + maoriNumb + public:maori","793.877677376228","13","-382.638838688114","58.3399917167733"
"model2046","Surv(Erad_Time, Event) ~ area + landing + public + private + maori + privNumb + maoriNumb + area:privNumb","793.905831923658","16","-378.967514501975","58.3681462642036"
"model1546","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + maoriNumb + public:private","794.013803914338","13","-382.706901957169","58.4761182548827"
"model993","Surv(Erad_Time, Event) ~ SS + public + private + maori + privNumb + public:private:maori","794.236671365053","17","-377.868335682527","58.6989857055984"
"model917","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + area:privNumb + private:maori","794.443516911775","13","-382.921758455887","58.9058312523199"
"model1545","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + maoriNumb + area:privNumb","794.673162956878","15","-380.597451043656","59.1354772974232"
"model916","Surv(Erad_Time, Event) ~ area + public + private + maori + privNumb + area:privNumb + public:maori","794.788000838161","13","-383.09400041908","59.2503151787062"
"model1439","Surv(Erad_Time, Event) ~ area + SS + public + private + maori + privNumb + public:private:maori","794.8171608554","18","-376.875247094366","59.2794751959448"
"model935","Surv(Erad_Time, Event) ~ area + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","794.928114117107","15","-380.724926623771","59.3904284576518"
"model2048","Surv(Erad_Time, Event) ~ area + landing + public + private + maori + privNumb + maoriNumb + public:maori","794.964472913439","14","-381.971445089813","59.4267872539843"
"model1914","Surv(Erad_Time, Event) ~ dist + landing + public + private + maori + privNumb + maoriNumb + public:private:maori","795.092912203689","21","-373.046456101845","59.5552265442346"
"model1633","Surv(Erad_Time, Event) ~ landing + public + private + maori + privNumb + maoriNumb + public:private","795.255326703862","13","-383.327663351931","59.7176410444068"
"model1543","Surv(Erad_Time, Event) ~ area + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","795.338042443758","16","-379.683619762025","59.8003567843028"
"model1976","Surv(Erad_Time, Event) ~ area + SS + landing + public + private + maori + privNumb + public:private:maori","795.392983494563","19","-375.860670851759","59.8552978351081"
